,Active Players,Age,Pos.,Status,Adj. Salary
10090,Spencer Torkelson,22,1B,Pre-Arb,"$523,056"
10091,George Kirby,24,SP,Pre-Arb,"$519,210"
10092,Graham Ashcraft,24,SP,Pre-Arb,"$515,364"
10093,Tommy Nance,31,RP,Pre-Arb,"$515,364"
10094,Ty Blach,31,RP,Pre-Arb,"$515,125"
10095,John King,27,RP,Pre-Arb,"$509,990"
10096,Oscar Gonzalez,24,RF,Pre-Arb,"$507,672"
10097,Nick Fortes,25,C,Pre-Arb,"$503,826"
10098,Riley Adams,26,C,Pre-Arb,"$500,907"
10099,Michael Harris,21,CF,Pre-Arb,"$499,980"
10100,Adam Oller,27,SP,Pre-Arb,"$499,980"
10101,Jose Barrero,24,SS,Pre-Arb,"$494,080"
10102,Jesus Sanchez,24,CF,Pre-Arb,"$490,896"
10103,Manuel Rodriguez,25,RP,Pre-Arb,"$484,596"
10104,Austin Pruitt,32,RP,Arb 1,"$484,596"
10105,Luis Garcia,22,SS,Pre-Arb,"$484,596"
10106,Clarke Schmidt,26,RP,Pre-Arb,"$481,545"
10107,Jimmy Lambert,27,RP,Pre-Arb,"$480,750"
10108,Nick Allen,23,SS,Pre-Arb,"$480,750"
10109,Juan Yepez,24,DH,Pre-Arb,"$480,750"
10110,Cristian Pache,23,CF,Pre-Arb,"$479,823"
10111,Jordon Adell,23,RF,Pre-Arb,"$478,676"
10112,David Peterson,26,RP,Pre-Arb,"$476,904"
10113,Akil Baddoo,23,CF,Pre-Arb,"$475,556"
10114,Jon Heasley,25,SP,Pre-Arb,"$473,058"
10115,Tyler Nevin,25,3B,Pre-Arb,"$465,366"
10116,Mark Leiter Jr.,31,RP,Pre-Arb,"$457,674"
10117,Yunior Marte,27,RP,Pre-Arb,"$457,674"
10118,Austin Wynns,31,C,Pre-Arb,"$457,674"
10119,Matt Brash,24,RP,Pre-Arb,"$453,946"
10120,Nick Maton,25,SS,Pre-Arb,"$449,982"
10121,Jack Suwinski,23,LF,Pre-Arb,"$449,982"
10122,Jacob Bird,26,RP,Pre-Arb,"$446,136"
10123,Jonah Bride,26,3B,Pre-Arb,"$438,444"
10124,Leodys Taveras,23,CF,Pre-Arb,"$438,444"
10125,Jake Woodford,25,RP,Pre-Arb,"$435,675"
10126,Braxton Garrett,24,SP,Pre-Arb,"$430,752"
10127,Josh Winder,25,SP,Pre-Arb,"$426,906"
10128,Taylor Trammell,24,RF,Pre-Arb,"$426,906"
10129,Josh Smith,24,3B,Pre-Arb,"$426,906"
10130,Kody Clemens,26,2B,Pre-Arb,"$423,060"
10131,Nelson Velazquez,23,OF,Pre-Arb,"$419,214"
10132,Riley Greene,21,CF,Pre-Arb,"$419,214"
10133,Adrian Sampson,30,SP,Pre-Arb,"$415,368"
10134,Alejo Lopez,26,2B,Pre-Arb,"$415,368"
10135,Collin Snider,26,RP,Pre-Arb,"$411,522"
10136,Oneil Cruz,23,SS,Pre-Arb,"$411,522"
10137,Trayce Thompson,31,CF,Pre-Arb,"$407,676"
10138,Sean Poppen,28,RP,Pre-Arb,"$406,026"
10139,Carlos Hernandez,25,RP,Pre-Arb,"$404,976"
10140,Justin Lawrence,27,RP,Pre-Arb,"$403,830"
10141,Pavin Smith,26,RF,Pre-Arb,"$393,228"
10142,Jason Alexander,29,RP,Pre-Arb,"$392,292"
10143,Josh Fleming,26,RP,Pre-Arb,"$388,700"
10144,Vinnie Pasquantino,24,1B,Pre-Arb,"$384,600"
10145,Trent Thornton,28,RP,Arb 1,"$384,120"
10146,Jovani Moran,25,RP,Pre-Arb,"$380,754"
10147,Ryan Feltner,25,SP,Pre-Arb,"$369,216"
10148,Zack Thompson,24,RP,Pre-Arb,"$369,216"
10149,Reyes Moronta,29,RP,Arb 2,"$362,648"
10150,Elehuris Montero,23,3B,Pre-Arb,"$361,524"
10151,Sergio Alcantara,25,3B,Pre-Arb,"$360,180"
10152,Jason Delay,27,C,Pre-Arb,"$357,678"
10153,Cal Mitchell,23,OF,Pre-Arb,"$357,678"
10154,Ian Gibaut,28,RP,Pre-Arb,"$349,986"
10155,Jose Urena,30,SP,Vet,"$349,986"
10156,Manny Banuelos,31,RP,Pre-Arb,"$349,986"
10157,Bailey Falter,25,SP,Pre-Arb,"$347,670"
10158,Christian Bethancourt,30,C,Pre-Arb,"$338,448"
10159,Tres Barrera,27,C,Pre-Arb,"$334,602"
10160,Tucupita Marcano,22,SS,Pre-Arb,"$330,756"
10161,Dan Vogelbach,29,DH,Arb 1,"$329,700"
10162,Brandon Drury,29,3B,Arb 4,"$316,480"
10163,Brayan Bello,23,SP,Pre-Arb,"$311,526"
10164,Garrett Hill,26,SP,Pre-Arb,"$311,526"
10165,Rodolfo Castro,23,SS,Pre-Arb,"$311,526"
10166,Sam Huff,24,C,Pre-Arb,"$311,526"
10167,Erich Uelmen,26,RP,Pre-Arb,"$307,680"
10168,Peter Strzelecki,27,RP,Pre-Arb,"$303,834"
10169,Lewin Diaz,25,1B,Pre-Arb,"$292,296"
10170,Jordan Weems,29,RP,Pre-Arb,"$288,450"
10171,J.J. Bleday,24,OF,Pre-Arb,"$284,604"
10172,Huascar Brazoban,32,RP,Pre-Arb,"$280,758"
10173,Robert Stephenson,29,RP,Arb 2,"$274,287"
10174,Terrin Vavra,25,SS,Pre-Arb,"$273,066"
10175,Vidal Brujan,24,2B,Pre-Arb,"$269,220"
10176,Kaleb Ort,30,RP,Pre-Arb,"$265,374"
10177,Sebastian Rivero,23,C,Pre-Arb,"$265,374"
10178,Dermis Garcia,24,3B,Pre-Arb,"$265,374"
10179,Bradley Zimmer,29,CF,Arb 1,"$264,291"
10180,Zach McKinstry,27,SS,Pre-Arb,"$261,528"
10181,Charles Leblanc,26,SS,Pre-Arb,"$261,528"
10182,David Villar,25,3B,Pre-Arb,"$261,528"
10183,Jarred Kelenic,22,LF,Pre-Arb,"$259,960"
10184,Edmundo Sosa,26,SS,Pre-Arb,"$259,512"
10185,Alan Trejo,26,SS,Pre-Arb,"$258,419"
10186,Michael Massey,24,2B,Pre-Arb,"$257,682"
10187,Cory Abbott,26,SP,Pre-Arb,"$257,682"
10188,Miguel Yajure,24,RP,Pre-Arb,"$255,684"
10189,Reese McGuire,27,C,Pre-Arb,"$254,016"
10190,Sean Bouchard,26,1B,Pre-Arb,"$253,836"
10191,Jose Siri,26,CF,Pre-Arb,"$251,420"
10192,Scott Effross,28,RP,Pre-Arb,"$250,582"
10193,Taylor Rogers,31,RP,Arb 4,"$250,000"
10194,Will Benson,24,OF,Pre-Arb,"$249,990"
10195,Rene Pinto,25,C,Pre-Arb,"$249,990"
10196,Tucker Davidson,26,SP,Pre-Arb,"$249,664"
10197,Brandon Marsh,24,LF,Pre-Arb,"$249,664"
10198,Jesse Chavez,38,RP,Vet,"$247,248"
10199,Eric Hosmer,32,1B,Vet,"$246,154"
10200,Kevin Ginkel,28,RP,Pre-Arb,"$246,144"
10201,Stuart Fairchild,26,OF,Pre-Arb,"$246,144"
10202,Austin Romine,33,C,Vet,"$246,144"
10203,Alex Young,28,RP,Pre-Arb,"$246,144"
10204,Ildemaro Vargas,30,2B,Pre-Arb,"$246,144"
10205,Sam Selman,31,RP,Pre-Arb,"$238,452"
10206,Bubba Thompson,24,OF,Pre-Arb,"$238,452"
10207,Darick Hall,26,1B,Pre-Arb,"$234,606"
10208,Gabriel Moreno,22,C,Pre-Arb,"$226,914"
10209,Yohan Ramirez,27,RP,Pre-Arb,"$226,722"
10210,Joshua Palacios,26,CF,Pre-Arb,"$223,590"
10211,Mike Baumann,26,RP,Pre-Arb,"$223,416"
10212,Jackie Bradley Jr.,32,CF,Vet,"$219,222"
10213,Jake Hager,29,OF,Pre-Arb,"$215,376"
10214,Vaughn Grissom,21,SS,Pre-Arb,"$215,376"
10215,JP Sears,26,SP,Pre-Arb,"$215,376"
10216,Nathan Eaton,25,C,Pre-Arb,"$211,530"
10217,Mark Contreras,27,OF,Pre-Arb,"$211,530"
10218,Anthony Bemboom,32,C,Pre-Arb,"$210,000"
10219,Jeff Brigham,30,RP,Pre-Arb,"$207,684"
10220,Adrian Martinez,25,SP,Pre-Arb,"$203,838"
10221,Connor Wong,26,C,Pre-Arb,"$199,992"
10222,Davis Martin,25,SP,Pre-Arb,"$199,992"
10223,Andrew Nardi,23,RP,Pre-Arb,"$199,992"
10224,Alex Call,27,OF,Pre-Arb,"$199,992"
10225,Buddy Kennedy,23,3B,Pre-Arb,"$196,146"
10226,Kyle Stowers,24,CF,Pre-Arb,"$196,146"
10227,Cole Sands,24,RP,Pre-Arb,"$196,146"
10228,CJ Abrams,21,SS,Pre-Arb,"$196,146"
10229,Chad Smith,27,P,Pre-Arb,"$192,300"
10230,Shea Langeliers,24,C,Pre-Arb,"$192,300"
10231,Mark Mathias,27,2B,Pre-Arb,"$192,300"
10232,Zach Pop,25,RP,Pre-Arb,"$192,300"
10233,Stone Garrett,26,OF,Pre-Arb,"$188,454"
10234,Romy Gonzalez,25,2B,Pre-Arb,"$188,454"
10235,Oswaldo Cabrera,23,2B,Pre-Arb,"$188,454"
10236,Tommy Henry,24,SP,Pre-Arb,"$184,608"
10237,Elvis Andrus,33,SS,Vet,"$184,608"
10238,Michael Stefanic,26,2B,Pre-Arb,"$180,762"
10239,Luis Campusano,23,C,Pre-Arb,"$180,762"
10240,Jason Vosler,28,3B,Pre-Arb,"$180,762"
10241,David Hensley,26,SS,Pre-Arb,"$176,916"
10242,Matt Thaiss,27,1B,Pre-Arb,"$176,916"
10243,Peyton Burdick,25,CF,Pre-Arb,"$176,916"
10244,Logan Gillaspie,25,RP,Pre-Arb,"$173,070"
10245,Jonathan Aranda,24,1B,Pre-Arb,"$173,070"
10246,Chuckie Robinson,27,C,Pre-Arb,"$169,224"
10247,Drew Waters,23,OF,Pre-Arb,"$169,224"
10248,Jared Koenig,28,RP,Pre-Arb,"$169,224"
10249,Kirk McCarty,26,RP,Pre-Arb,"$165,378"
10250,Jesus Tinoco,27,RP,Pre-Arb,"$165,378"
10251,Anthony Misiewicz,27,RP,Pre-Arb,"$164,976"
10252,Taylor Widener,27,RP,Pre-Arb,"$161,532"
10253,Norge Ruiz,28,RP,Pre-Arb,"$161,532"
10254,Javier Guerra,26,RP,Pre-Arb,"$158,793"
10255,Bryce Elder,23,SP,Pre-Arb,"$153,840"
10256,Miguel Vargas,22,3B,Pre-Arb,"$153,840"
10257,Scott Alexander,32,RP,Arb 3,"$153,840"
10258,Garrett Cleavinger,28,RP,Pre-Arb,"$152,139"
10259,Garrett Mitchell,23,OF,Pre-Arb,"$149,994"
10260,Zack Kelly,27,RP,Pre-Arb,"$146,148"
10261,Corbin Carroll,21,CF,Pre-Arb,"$142,302"
10262,D.L. Hall,23,RP,Pre-Arb,"$138,456"
10263,Michael Toglia,23,1B,Pre-Arb,"$138,456"
10264,Gunnar Henderson,21,SS,Pre-Arb,"$134,610"
10265,Terrance Gore,31,CF,Pre-Arb,"$134,610"
10266,Jesus Aguilar,32,1B,Arb 3,"$130,764"
10267,Spencer Steer,24,SS,Pre-Arb,"$130,764"
10268,Ryan Kreidler,24,SS,Pre-Arb,"$130,764"
10269,Hunter Brown,23,RP,Pre-Arb,"$130,764"
10270,Zack Weiss,30,RP,Pre-Arb,"$130,764"
10271,Aaron Sanchez,29,RP,Vet,"$130,764"
10272,Oswald Peraza,22,SS,Pre-Arb,"$130,764"
10273,Ken Waldichuk,24,SP,Pre-Arb,"$130,764"
10274,Johan Oviedo,24,SP,Pre-Arb,"$130,764"
10275,Ben DeLuzio,27,CF,Pre-Arb,"$130,764"
10276,Triston Casas,22,3B,Pre-Arb,"$119,226"
10277,Dalton Guthrie,26,SS,Pre-Arb,"$119,226"
10278,Hayden Wesneski,24,SP,Pre-Arb,"$115,380"
10279,Angel De Jesus,25,RP,Pre-Arb,"$115,380"
10280,Tyler Cyr,29,RP,Pre-Arb,"$111,534"
10281,Alec Burleson,23,OF,Pre-Arb,"$107,688"
10282,Jake Fishman,27,RP,Pre-Arb,"$103,842"
10283,Otto Lopez,23,SS,Pre-Arb,"$100,022"
10284,Bryan Hoeing,25,RP,Pre-Arb,"$99,996"
10285,Josh Jung,24,3B,Pre-Arb,"$99,996"
10286,Israel Pineda,22,C,Pre-Arb,"$99,996"
10287,Mark Vientos,22,3B,Pre-Arb,"$96,150"
10288,Matthew Liberatore,22,SP,Pre-Arb,"$96,150"
10289,Darwinzon Hernandez,25,RP,Pre-Arb,"$92,304"
10290,Yu-Cheng Chang,26,SS,Pre-Arb,"$89,148"
10291,Jordan Groshans,22,SS,Pre-Arb,"$84,612"
10292,Drey Jameson,24,SP,Pre-Arb,"$76,920"
10293,Frank German,24,RP,Pre-Arb,"$73,074"
10294,Livan Soto,22,SS,Pre-Arb,"$73,074"
10295,Matt Wallner,24,RF,Pre-Arb,"$73,074"
10296,A.J. Alexy,24,RP,Pre-Arb,"$73,074"
10297,Miguel Andujar,27,3B,Arb 1,"$71,430"
10298,Esteban Quiroz,30,2B,Pre-Arb,"$69,228"
10299,Carlos Perez,25,C,Pre-Arb,"$69,228"
10300,Gabriel Arias,22,SS,Pre-Arb,"$65,382"
10301,Gavin Hollowell,24,RP,Pre-Arb,"$65,382"
10302,Jordan Diaz,21,3B,Pre-Arb,"$65,382"
10303,Jharel Cotton,30,SP,Arb 1,"$65,382"
10304,Jimmy Yacabonis,30,RP,Pre-Arb,"$61,536"
10305,Maximo Castillo,23,RP,Pre-Arb,"$57,690"
10306,Rob Zastryzny,30,RP,Pre-Arb,"$57,690"
10307,Conner Capel,25,RF,Pre-Arb,"$57,690"
10308,Bryce Johnson,26,CF,Pre-Arb,"$57,690"
10309,Mark Payton,30,LF,Pre-Arb,"$53,844"
10310,Mike Siani,22,OF,Pre-Arb,"$53,844"
10311,Will Brennan,24,CF,Pre-Arb,"$53,844"
10312,Louie Varland,24,P,Pre-Arb,"$53,844"
10313,Sean Hjelle,25,RP,Pre-Arb,"$53,844"
10314,Ezequiel Tovar,20,SS,Pre-Arb,"$49,998"
10315,Shelby Miller,31,SP,Vet,"$49,998"
10316,Luis Ortiz,26,SP,Pre-Arb,"$49,998"
10317,Ernie Clement,26,2B,Pre-Arb,"$46,212"
10318,Silvino Bracho,29,RP,Arb 1,"$46,152"
10319,Ji-Hwan Bae,22,SS,Pre-Arb,"$46,152"
10320,Cole Waites,24,RP,Pre-Arb,"$46,152"
10321,Noah Davis,25,RP,Pre-Arb,"$42,306"
10322,Ford Proctor,25,SS,Pre-Arb,"$42,306"
10323,Heliot Ramos,22,OF,Pre-Arb,"$38,460"
10324,Yennier Cano,28,RP,Pre-Arb,"$30,768"
10325,Brandon Dixon,30,1B,Arb 1,"$30,768"
10326,Logan O'Hoppe,22,C,Pre-Arb,"$26,922"
10327,Bryan Garcia,27,RP,Pre-Arb,"$23,076"
10328,Nash Walters,25,SP,Pre-Arb,"$23,076"
10329,Brendon Davis,24,SS,Pre-Arb,"$19,230"
10330,Francisco Alvarez,20,C,Pre-Arb,"$19,230"
10331,Bo Naylor,22,C,Pre-Arb,"$15,384"
10332,Junior Fernandez,25,RP,Pre-Arb,"$15,384"
10333,Yerry Rodriguez,24,SP,Pre-Arb,"$15,384"
10334,Andrew Vasquez,28,RP,Pre-Arb,"$8,792"
10335,Nate Mondou,27,2B,Pre-Arb,"$7,692"
10336,Tommy Pham,34,LF,Vet,-
10479,Max Scherzer,37,SP,Vet,"$43,333,333"
10480,Mike Trout,30,CF,Vet,"$37,116,666"
10481,Anthony Rendon,32,3B,Vet,"$36,571,428"
10482,Gerrit Cole,31,SP,Vet,"$36,000,000"
10483,Carlos Correa,27,SS,Vet,"$35,100,000"
10484,Francisco Lindor,28,SS,Vet,"$34,100,000"
10485,Corey Seager,28,SS,Vet,"$33,000,000"
10486,Miguel Cabrera,39,DH,Vet,"$32,000,000"
10487,Manny Machado,29,3B,Vet,"$32,000,000"
10488,George Springer,32,CF,Vet,"$29,666,666"
10489,Nolan Arenado,31,3B,Vet,"$29,429,500"
10490,Jose Altuve,32,2B,Vet,"$29,000,000"
10491,Giancarlo Stanton,32,RF,Vet,"$29,000,000"
10492,Bryce Harper,29,DH,Vet,"$27,538,462"
10493,Freddie Freeman,32,1B,Vet,"$27,000,000"
10494,Paul Goldschmidt,34,1B,Vet,"$26,250,000"
10495,Zack Wheeler,32,SP,Vet,"$26,000,000"
10496,Marcus Stroman,31,SP,Vet,"$25,000,000"
10497,Justin Verlander,39,SP,Vet,"$25,000,000"
10498,Marcus Semien,31,2B,Vet,"$25,000,000"
10499,J.T. Realmuto,31,C,Vet,"$23,875,000"
10500,Patrick Corbin,32,SP,Vet,"$23,416,666"
10501,Josh Donaldson,36,DH,Vet,"$23,000,000"
10502,Mookie Betts,29,RF,Vet,"$22,500,000"
10503,Wil Myers,31,RF,Vet,"$22,500,000"
10504,Jose Ramirez,29,3B,Vet,"$22,000,000"
10505,Christian Yelich,30,LF,Vet,"$22,000,000"
10506,Trea Turner,29,SS,Arb 4,"$21,000,000"
10507,Robbie Ray,30,SP,Vet,"$21,000,000"
10508,Kevin Gausman,31,SP,Vet,"$21,000,000"
10509,Jacob deGrom,34,SP,Vet,"$20,500,000"
10510,Charlie Morton,38,SP,Vet,"$20,000,000"
10511,Xander Bogaerts,29,SS,Vet,"$20,000,000"
10512,Javier Baez,29,SS,Vet,"$20,000,000"
10513,Justin Turner,37,3B,Vet,"$20,000,000"
10514,Nick Castellanos,30,RF,Vet,"$20,000,000"
10515,Yu Darvish,35,SP,Vet,"$20,000,000"
10516,Jose Abreu,35,1B,Vet,"$19,666,668"
10517,J.D. Martinez,34,DH,Vet,"$19,350,000"
10518,Aaron Judge,30,CF,Arb 3,"$19,000,000"
10519,Kyle Schwarber,29,LF,Vet,"$19,000,000"
10520,Lance Lynn,35,SP,Vet,"$18,500,000"
10521,Yasmani Grandal,33,C,Vet,"$18,250,000"
10522,Madison Bumgarner,32,SP,Vet,"$18,000,000"
10523,Salvador Perez,32,C,Vet,"$18,000,000"
10524,Aroldis Chapman,34,RP,Vet,"$18,000,000"
10525,Adam Wainwright,40,SP,Vet,"$17,500,000"
10526,Clayton Kershaw,34,SP,Vet,"$17,300,000"
10527,Nathan Eovaldi,32,SP,Vet,"$17,000,000"
10528,Cody Bellinger,26,CF,Arb 3,"$17,000,000"
10529,Miles Mikolas,33,SP,Vet,"$16,750,000"
10530,Kenley Jansen,34,RP/CL,Vet,"$16,000,000"
10531,Marcell Ozuna,31,DH,Vet,"$16,000,000"
10532,David Price,36,RP,Vet,"$16,000,000"
10533,Craig Kimbrel,34,RP/CL,Vet,"$16,000,000"
10534,Anthony Rizzo,32,1B,Vet,"$16,000,000"
10535,Brandon Crawford,35,SS,Vet,"$16,000,000"
10536,Yusei Kikuchi,31,RP,Pre-Arb,"$16,000,000"
10537,Lance McCullers,28,SP,Vet,"$15,833,333"
10538,Starling Marte,33,RF,Vet,"$15,750,000"
10539,Aaron Nola,29,SP,Vet,"$15,500,000"
10540,Ronald Acuna Jr.,24,RF,Vet,"$15,000,000"
10541,Matt Olson,28,1B,Vet,"$15,000,000"
10542,Chris Taylor,31,LF,Vet,"$15,000,000"
10543,D.J. LeMahieu,33,3B,Vet,"$15,000,000"
10544,Jon Gray,30,SP,Vet,"$15,000,000"
10545,Jean Segura,32,2B,Vet,"$14,850,000"
10546,A.J. Pollock,34,LF,Vet,"$14,500,000"
10547,Eduardo Rodriguez,29,SP,Vet,"$14,000,000"
10548,Yoan Moncada,27,3B,Vet,"$13,800,000"
10549,Liam Hendriks,33,RP/CL,Vet,"$13,333,333"
10550,Blake Snell,29,SP,Vet,"$13,100,000"
10551,Zack Greinke,38,SP,Vet,"$13,000,000"
10552,Max Muncy,31,DH,Vet,"$13,000,000"
10553,Corey Kluber,36,SP,Vet,"$13,000,000"
10554,Alex Bregman,28,3B,Vet,"$12,666,666"
10555,Mark Canha,33,LF,Vet,"$12,666,666"
10556,Matt Chapman,29,3B,Vet,"$12,500,000"
10557,Avisail Garcia,31,RF,Vet,"$12,000,000"
10558,Carlos Carrasco,35,SP,Vet,"$12,000,000"
10559,Nelson Cruz,41,DH,Vet,"$12,000,000"
10560,Luis Severino,28,SP,Vet,"$11,500,000"
10561,German Marquez,27,SP,Vet,"$11,300,000"
10562,Eugenio Suarez,30,3B,Vet,"$11,285,714"
10563,Rafael Devers,25,3B,Arb 2,"$11,200,000"
10564,Aaron Hicks,32,CF,Vet,"$10,785,714"
10565,Jose Berrios,28,SP,Vet,"$10,714,285"
10566,Teoscar Hernandez,29,DH,Arb 2,"$10,650,000"
10567,Randal Grichuk,30,RF,Vet,"$10,333,333"
10568,Edwin Diaz,28,RP/CL,Arb 3,"$10,200,000"
10569,Dansby Swanson,28,SS,Arb 3,"$10,000,000"
10570,Wade Miley,35,SP,Vet,"$10,000,000"
10571,Ryan Pressly,33,RP/CL,Vet,"$10,000,000"
10572,Eduardo Escobar,33,3B,Vet,"$10,000,000"
10573,Ke'Bryan Hayes,25,3B,Vet,"$10,000,000"
10574,Yadier Molina,39,C,Vet,"$10,000,000"
10575,Sean Manaea,30,SP,Arb 4,"$9,750,000"
10576,Willson Contreras,30,C,Arb 3,"$9,625,000"
10577,Eddie Rosario,30,LF,Vet,"$9,000,000"
10578,Gary Sanchez,29,C,Arb 3,"$9,000,000"
10579,Alex Cobb,34,SP,Vet,"$9,000,000"
10580,Chris Bassitt,33,SP,Arb 3,"$8,650,000"
10581,Joe Musgrove,29,SP,Arb 3,"$8,625,000"
10582,Tyler Anderson,32,SP,Vet,"$8,500,000"
10583,Andrew Heaney,31,SP,Vet,"$8,500,000"
10584,Kolten Wong,31,2B,Vet,"$8,500,000"
10585,Andrew McCutchen,35,DH,Vet,"$8,500,000"
10586,Mike Clevinger,31,SP,Vet,"$8,500,000"
10587,Steven Matz,31,RP,Vet,"$8,500,000"
10588,James McCann,32,C,Vet,"$8,150,000"
10589,Matt Barnes,32,RP,Vet,"$8,125,000"
10590,Travis d'Arnaud,33,C,Vet,"$8,000,000"
10591,Seiya Suzuki,27,RF,Vet,"$8,000,000"
10592,Kendall Graveman,31,RP,Vet,"$8,000,000"
10593,Yulieski Gurriel,38,1B,Vet,"$8,000,000"
10594,Hector Neris,33,RP,Vet,"$8,000,000"
10595,Julio Urias,25,SP,Arb 2,"$8,000,000"
10596,Kyle Gibson,34,SP,Vet,"$8,000,000"
10597,Adam Frazier,30,2B,Arb 3,"$8,000,000"
10598,Vladimir Guerrero Jr.,23,1B,Arb 1,"$7,900,000"
10599,Tucker Barnhart,31,C,Vet,"$7,750,000"
10600,Trevor May,32,RP,Vet,"$7,750,000"
10601,Mitch Haniger,31,RF,Arb 3,"$7,750,000"
10602,Rhys Hoskins,29,1B,Arb 2,"$7,700,000"
10603,Hunter Renfroe,30,RF,Arb 3,"$7,650,000"
10604,Jonathan Schoop,30,2B,Vet,"$7,500,000"
10605,Aaron Loup,34,RP,Vet,"$7,500,000"
10606,Lucas Giolito,27,SP,Arb 2,"$7,450,000"
10607,Pete Alonso,27,1B,Arb 1,"$7,400,000"
10608,Noah Syndergaard,29,SP,Vet,"$7,384,640"
10609,Eloy Jimenez,25,LF,Vet,"$7,333,333"
10610,Jurickson Profar,29,LF,Vet,"$7,333,333"
10611,C.J. Cron,32,1B,Vet,"$7,250,000"
10612,Mark Melancon,37,RP/CL,Vet,"$7,000,000"
10613,Enrique Hernandez,30,CF,Vet,"$7,000,000"
10614,Michael Wacha,31,SP,Vet,"$7,000,000"
10615,Joe Kelly,34,RP,Vet,"$7,000,000"
10616,Kyle Freeland,29,SP,Vet,"$7,000,000"
10617,Ryan Tepera,34,RP,Vet,"$7,000,000"
10618,Brandon Nimmo,29,CF,Arb 3,"$7,000,000"
10619,Taijuan Walker,29,SP,Vet,"$7,000,000"
10620,Ha-seong Kim,26,SS,Pre-Arb,"$7,000,000"
10621,Max Fried,28,SP,Arb 2,"$6,850,000"
10622,Ian Happ,27,LF,Arb 2,"$6,850,000"
10623,Brandon Woodruff,29,SP,Arb 2,"$6,800,000"
10624,Michael Lorenzen,30,SP,Vet,"$6,750,000"
10625,Bryan Reynolds,27,CF,Vet,"$6,750,000"
10626,Giovanny Urshela,30,3B,Arb 2,"$6,550,000"
10627,Corbin Burnes,27,SP,Arb 1,"$6,500,000"
10628,Gleyber Torres,25,2B,Arb 2,"$6,250,000"
10629,Paul DeJong,28,SS,Vet,"$6,166,666"
10630,Juan Soto,23,RF,Arb 2,"$6,013,184"
10631,Jordan Lyles,31,SP,Vet,"$6,000,000"
10632,Yan Gomes,34,C,Vet,"$6,000,000"
10633,Shane Bieber,27,SP,Arb 1,"$6,000,000"
10634,Andrew Chafin,32,RP,Vet,"$6,000,000"
10635,Brad Hand,32,RP,Vet,"$6,000,000"
10636,Nick Martinez,31,RP,Vet,"$6,000,000"
10637,Robert Suarez,31,RP,Pre-Arb,"$6,000,000"
10638,J.P. Crawford,27,SS,Vet,"$6,000,000"
10639,Jeimer Candelario,28,3B,Arb 2,"$5,800,000"
10640,Jameson Taillon,30,SP,Arb 3,"$5,800,000"
10641,Marco Gonzales,30,SP,Vet,"$5,750,000"
10642,Manuel Margot,27,RF,Arb 3,"$5,600,000"
10643,Merrill Kelly,33,SP,Vet,"$5,583,333"
10644,Zach Eflin,28,RP,Arb 3,"$5,550,000"
10645,Rich Hill,42,SP,Vet,"$5,500,000"
10646,Leury Garcia,31,2B,Vet,"$5,500,000"
10647,Shohei Ohtani,27,SP,Arb 2,"$5,500,000"
10648,Miguel Rojas,33,SS,Vet,"$5,500,000"
10649,Yimi Garcia,31,RP,Vet,"$5,500,000"
10650,Jose Leclerc,28,RP/CL,Vet,"$5,250,000"
10651,Kole Calhoun,34,LF,Vet,"$5,200,000"
10652,Tyler Glasnow,28,SP,Arb 3,"$5,100,000"
10653,Jose Iglesias,32,SS,Vet,"$5,000,000"
10654,Ryan McMahon,27,3B,Vet,"$5,000,000"
10655,Martin Maldonado,35,C,Vet,"$5,000,000"
10656,Omar Narvaez,30,C,Arb 3,"$5,000,000"
10657,Adam Ottavino,36,RP,Vet,"$5,000,000"
10658,Corey Dickerson,33,LF,Vet,"$5,000,000"
10659,Jack Flaherty,26,SP,Arb 2,"$5,000,000"
10660,Amed Rosario,26,SS,Arb 2,"$4,950,000"
10661,Brad Keller,26,RP,Arb 2,"$4,825,000"
10662,Hunter Dozier,30,1B,Vet,"$4,750,000"
10663,Isiah Kiner-Falefa,27,SS,Arb 2,"$4,700,000"
10664,Michael Taylor,31,CF,Vet,"$4,650,000"
10665,Will Smith,32,RP,Vet,"$4,642,857"
10666,Willy Adames,26,SS,Arb 1,"$4,600,000"
10667,Joe Wendle,32,3B,Arb 2,"$4,550,000"
10668,Ian Kennedy,37,RP,Vet,"$4,500,000"
10669,Donovan Solano,34,2B,Vet,"$4,500,000"
10670,Cesar Hernandez,32,2B,Vet,"$4,500,000"
10671,Brian Anderson,29,3B,Arb 2,"$4,475,000"
10672,Aledmys Diaz,31,SS,Arb 3,"$4,450,000"
10673,Daniel Bard,37,RP/CL,Arb 3,"$4,400,000"
10674,Drew Smyly,33,SP,Vet,"$4,250,000"
10675,Brooks Raley,34,RP,Pre-Arb,"$4,250,000"
10676,Alex Colome,33,RP,Vet,"$4,100,000"
10677,Collin McHugh,35,RP,Vet,"$4,000,000"
10678,Josh Harrison,34,2B,Vet,"$4,000,000"
10679,Austin Hedges,29,C,Arb 4,"$4,000,000"
10680,David Fletcher,28,SS,Vet,"$4,000,000"
10681,Dylan Bundy,29,SP,Vet,"$4,000,000"
10682,Craig Stammen,38,RP,Vet,"$4,000,000"
10683,Martin Perez,31,SP,Vet,"$4,000,000"
10684,Josh Hader,28,RP/CL,Arb 3,"$3,989,011"
